,params,iou
299,"('image', 1, False, True, 1, True, False, 2)",0.0818340025866088
307,"('image', 1, False, True, 1.3, True, False, 2)",0.0818340025866088
291,"('image', 1, False, True, 0.5, True, False, 2)",0.0818340025866088
179,"('image', 0, False, False, 1.7, True, False, 2)",0.08183400552670815
171,"('image', 0, False, False, 1.5, True, False, 2)",0.08183400552670815
547,"('image', 2, False, False, 1.3, True, False, 2)",0.08183400552670815
539,"('image', 2, False, False, 1, True, False, 2)",0.08183400552670815
187,"('image', 0, False, False, 2, True, False, 2)",0.08183400552670815
83,"('image', 0, True, False, 1.7, True, False, 2)",0.08183400552670815
75,"('image', 0, True, False, 1.5, True, False, 2)",0.08183400552670815
43,"('image', 0, True, True, 2, True, False, 2)",0.08183400552670815
435,"('image', 2, True, False, 0.5, True, False, 2)",0.08183400552670815
67,"('image', 0, True, False, 1.3, True, False, 2)",0.08183400552670815
531,"('image', 2, False, False, 0.5, True, False, 2)",0.08183400552670815
59,"('image', 0, True, False, 1, True, False, 2)",0.08183400552670815
163,"('image', 0, False, False, 1.3, True, False, 2)",0.08183400552670815
35,"('image', 0, True, True, 1.7, True, False, 2)",0.08183400552670815
115,"('image', 0, False, True, 1.3, True, False, 2)",0.08183400552670815
443,"('image', 2, True, False, 1, True, False, 2)",0.08183400552670815
155,"('image', 0, False, False, 1, True, False, 2)",0.08183400552670815
475,"('image', 2, True, False, 2, True, False, 2)",0.08183400552670815
3,"('image', 0, True, True, 0.5, True, False, 2)",0.08183400552670815
123,"('image', 0, False, True, 1.5, True, False, 2)",0.08183400552670815
467,"('image', 2, True, False, 1.7, True, False, 2)",0.08183400552670815
571,"('image', 2, False, False, 2, True, False, 2)",0.08183400552670815
131,"('image', 0, False, True, 1.7, True, False, 2)",0.08183400552670815
11,"('image', 0, True, True, 1, True, False, 2)",0.08183400552670815
107,"('image', 0, False, True, 1, True, False, 2)",0.08183400552670815
563,"('image', 2, False, False, 1.7, True, False, 2)",0.08183400552670815
27,"('image', 0, True, True, 1.5, True, False, 2)",0.08183400552670815
459,"('image', 2, True, False, 1.5, True, False, 2)",0.08183400552670815
19,"('image', 0, True, True, 1.3, True, False, 2)",0.08183400552670815
51,"('image', 0, True, False, 0.5, True, False, 2)",0.08183400552670815
91,"('image', 0, True, False, 2, True, False, 2)",0.08183400552670815
99,"('image', 0, False, True, 0.5, True, False, 2)",0.08183400552670815
451,"('image', 2, True, False, 1.3, True, False, 2)",0.08183400552670815
147,"('image', 0, False, False, 0.5, True, False, 2)",0.08183400552670815
555,"('image', 2, False, False, 1.5, True, False, 2)",0.08183400552670815
139,"('image', 0, False, True, 2, True, False, 2)",0.08183400552670815
359,"('image', 1, False, False, 1.3, False, False, 2)",0.08183400961913934
337,"('image', 1, False, False, 0.5, True, True, 2)",0.08183400968412682
355,"('image', 1, False, False, 1.3, True, False, 2)",0.08183401126374022
181,"('image', 0, False, False, 1.7, False, True, 2)",0.08183401192389032
165,"('image', 0, False, False, 1.3, False, True, 2)",0.08183401192389032
125,"('image', 0, False, True, 1.5, False, True, 2)",0.08183401192389032
77,"('image', 0, True, False, 1.5, False, True, 2)",0.08183401192389032
69,"('image', 0, True, False, 1.3, False, True, 2)",0.08183401192389032
